subject_17, Fold 0, Epoch 1, Train ACC: 0.2679, Val ACC: 0.3036
subject_17, Fold 1, Epoch 9, Train ACC: 1.0000, Val ACC: 0.7679
subject_17, Fold 1, Epoch 10, Train ACC: 1.0000, Val ACC: 0.7679
subject_17, Fold 1, Epoch 11, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 1, Epoch 12, Train ACC: 1.0000, Val ACC: 0.7321
subject_17, Fold 1, Epoch 13, Train ACC: 1.0000, Val ACC: 0.7143
subject_17, Fold 1, Best Epoch: 3, Final Val ACC: 0.7679, Final Val F1: 0.7647

subject_17, Fold 2, Epoch 1, Train ACC: 0.2991, Val ACC: 0.4643
subject_17, Fold 2, Epoch 2, Train ACC: 0.4375, Val ACC: 0.4286
subject_17, Fold 2, Epoch 3, Train ACC: 0.5312, Val ACC: 0.4464
subject_17, Fold 2, Epoch 4, Train ACC: 0.5580, Val ACC: 0.5179
subject_17, Fold 2, Epoch 5, Train ACC: 0.6205, Val ACC: 0.5000
subject_17, Fold 2, Epoch 6, Train ACC: 0.6295, Val ACC: 0.6607
subject_17, Fold 2, Epoch 7, Train ACC: 0.6741, Val ACC: 0.5893
subject_17, Fold 2, Epoch 8, Train ACC: 0.6741, Val ACC: 0.5179
subject_17, Fold 2, Epoch 9, Train ACC: 0.6830, Val ACC: 0.6964
subject_17, Fold 2, Epoch 10, Train ACC: 0.7009, Val ACC: 0.5536
subject_17, Fold 2, Epoch 11, Train ACC: 0.7500, Val ACC: 0.6071
subject_17, Fold 2, Epoch 12, Train ACC: 0.7232, Val ACC: 0.7679
subject_17, Fold 2, Epoch 13, Train ACC: 0.7991, Val ACC: 0.6964
subject_17, Fold 2, Epoch 14, Train ACC: 0.7411, Val ACC: 0.6964
subject_17, Fold 2, Epoch 15, Train ACC: 0.7545, Val ACC: 0.7679
subject_17, Fold 2, Epoch 16, Train ACC: 0.7902, Val ACC: 0.7143
subject_17, Fold 2, Epoch 17, Train ACC: 0.7812, Val ACC: 0.7679
subject_17, Fold 2, Epoch 18, Train ACC: 0.7857, Val ACC: 0.7679
subject_17, Fold 2, Epoch 19, Train ACC: 0.8393, Val ACC: 0.7143
subject_17, Fold 2, Epoch 20, Train ACC: 0.8125, Val ACC: 0.7500
subject_17, Fold 2, Epoch 21, Train ACC: 0.8259, Val ACC: 0.7500
subject_17, Fold 2, Epoch 22, Train ACC: 0.8125, Val ACC: 0.7143
subject_17, Fold 2, Best Epoch: 12, Final Val ACC: 0.7679, Final Val F1: 0.7663

subject_17, Fold 2, Epoch 1, Train ACC: 0.6652, Val ACC: 0.6071
subject_17, Fold 2, Epoch 2, Train ACC: 0.8438, Val ACC: 0.7679
subject_17, Fold 2, Epoch 3, Train ACC: 0.9554, Val ACC: 0.8214
subject_17, Fold 2, Epoch 4, Train ACC: 0.9866, Val ACC: 0.7321
subject_17, Fold 2, Epoch 5, Train ACC: 1.0000, Val ACC: 0.8036
subject_17, Fold 2, Epoch 6, Train ACC: 1.0000, Val ACC: 0.8036
subject_17, Fold 2, Epoch 7, Train ACC: 1.0000, Val ACC: 0.8393
subject_17, Fold 2, Epoch 8, Train ACC: 1.0000, Val ACC: 0.8393
subject_17, Fold 2, Epoch 9, Train ACC: 1.0000, Val ACC: 0.8393
subject_17, Fold 2, Epoch 10, Train ACC: 1.0000, Val ACC: 0.8571
subject_17, Fold 2, Epoch 11, Train ACC: 1.0000, Val ACC: 0.8571
subject_17, Fold 2, Epoch 12, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 13, Train ACC: 1.0000, Val ACC: 0.8571
subject_17, Fold 2, Epoch 14, Train ACC: 1.0000, Val ACC: 0.8571
subject_17, Fold 2, Epoch 15, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 16, Train ACC: 1.0000, Val ACC: 0.8571
subject_17, Fold 2, Epoch 17, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 18, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 19, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 20, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 21, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Epoch 22, Train ACC: 1.0000, Val ACC: 0.8750
subject_17, Fold 2, Best Epoch: 12, Final Val ACC: 0.8750, Final Val F1: 0.8768

subject_17, Fold 3, Epoch 1, Train ACC: 0.3036, Val ACC: 0.2679
subject_17, Fold 3, Epoch 2, Train ACC: 0.4375, Val ACC: 0.3750
subject_17, Fold 3, Epoch 3, Train ACC: 0.5804, Val ACC: 0.3750
subject_17, Fold 3, Epoch 4, Train ACC: 0.6161, Val ACC: 0.4643
subject_17, Fold 3, Epoch 5, Train ACC: 0.5938, Val ACC: 0.5000
subject_17, Fold 3, Epoch 6, Train ACC: 0.5893, Val ACC: 0.4107
subject_17, Fold 3, Epoch 7, Train ACC: 0.6652, Val ACC: 0.4821
subject_17, Fold 3, Epoch 8, Train ACC: 0.7054, Val ACC: 0.5536
subject_17, Fold 3, Epoch 9, Train ACC: 0.7143, Val ACC: 0.5893
subject_17, Fold 3, Epoch 10, Train ACC: 0.7768, Val ACC: 0.5357
subject_17, Fold 3, Epoch 11, Train ACC: 0.7723, Val ACC: 0.5179
subject_17, Fold 3, Epoch 12, Train ACC: 0.7679, Val ACC: 0.5179
subject_17, Fold 3, Epoch 13, Train ACC: 0.7768, Val ACC: 0.5893
subject_17, Fold 3, Epoch 14, Train ACC: 0.7991, Val ACC: 0.5893
subject_17, Fold 3, Epoch 15, Train ACC: 0.8036, Val ACC: 0.5714
subject_17, Fold 3, Epoch 16, Train ACC: 0.7857, Val ACC: 0.5714
subject_17, Fold 3, Epoch 17, Train ACC: 0.8125, Val ACC: 0.6429
subject_17, Fold 3, Epoch 18, Train ACC: 0.8170, Val ACC: 0.5714
subject_17, Fold 3, Epoch 19, Train ACC: 0.8438, Val ACC: 0.4821
subject_17, Fold 3, Epoch 20, Train ACC: 0.7991, Val ACC: 0.6250
subject_17, Fold 3, Epoch 21, Train ACC: 0.8214, Val ACC: 0.6429
subject_17, Fold 3, Epoch 22, Train ACC: 0.8571, Val ACC: 0.6071
subject_17, Fold 3, Epoch 23, Train ACC: 0.8571, Val ACC: 0.6250
subject_17, Fold 3, Epoch 24, Train ACC: 0.8705, Val ACC: 0.5714
subject_17, Fold 3, Epoch 25, Train ACC: 0.8884, Val ACC: 0.6250
subject_17, Fold 3, Epoch 26, Train ACC: 0.8616, Val ACC: 0.5893
subject_17, Fold 3, Epoch 27, Train ACC: 0.8839, Val ACC: 0.6964
subject_17, Fold 3, Epoch 28, Train ACC: 0.8884, Val ACC: 0.6250
subject_17, Fold 3, Epoch 29, Train ACC: 0.8973, Val ACC: 0.6429
subject_17, Fold 3, Epoch 30, Train ACC: 0.9152, Val ACC: 0.6071
subject_17, Fold 3, Epoch 31, Train ACC: 0.9018, Val ACC: 0.5357
subject_17, Fold 3, Epoch 32, Train ACC: 0.8750, Val ACC: 0.6071
subject_17, Fold 3, Epoch 33, Train ACC: 0.8438, Val ACC: 0.6071
subject_17, Fold 3, Epoch 34, Train ACC: 0.8795, Val ACC: 0.6964
subject_17, Fold 3, Epoch 35, Train ACC: 0.9107, Val ACC: 0.7143
subject_17, Fold 3, Epoch 36, Train ACC: 0.9241, Val ACC: 0.6607
subject_17, Fold 3, Epoch 37, Train ACC: 0.8884, Val ACC: 0.6429
subject_17, Fold 3, Epoch 38, Train ACC: 0.8750, Val ACC: 0.6786
subject_17, Fold 3, Epoch 39, Train ACC: 0.9018, Val ACC: 0.6786
subject_17, Fold 3, Epoch 40, Train ACC: 0.9286, Val ACC: 0.6607
subject_17, Fold 3, Epoch 41, Train ACC: 0.9464, Val ACC: 0.7143
subject_17, Fold 3, Epoch 42, Train ACC: 0.9107, Val ACC: 0.6607
subject_17, Fold 3, Epoch 43, Train ACC: 0.9241, Val ACC: 0.6607
subject_17, Fold 3, Epoch 44, Train ACC: 0.9464, Val ACC: 0.6607
subject_17, Fold 3, Epoch 45, Train ACC: 0.9509, Val ACC: 0.6429
subject_17, Fold 3, Best Epoch: 35, Final Val ACC: 0.7143, Final Val F1: 0.7114

subject_17, Fold 3, Epoch 1, Train ACC: 0.8527, Val ACC: 0.5893
subject_17, Fold 3, Epoch 2, Train ACC: 0.9420, Val ACC: 0.6607
subject_17, Fold 3, Epoch 3, Train ACC: 1.0000, Val ACC: 0.6429
subject_17, Fold 3, Epoch 4, Train ACC: 1.0000, Val ACC: 0.6429
subject_17, Fold 3, Epoch 5, Train ACC: 1.0000, Val ACC: 0.6786
subject_17, Fold 3, Epoch 6, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 9, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 11, Train ACC: 1.0000, Val ACC: 0.6429
subject_17, Fold 3, Epoch 12, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 13, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 14, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Epoch 15, Train ACC: 1.0000, Val ACC: 0.6607
subject_17, Fold 3, Best Epoch: 5, Final Val ACC: 0.6786, Final Val F1: 0.6771

subject_17, Fold 4, Epoch 1, Train ACC: 0.2411, Val ACC: 0.3036
subject_17, Fold 4, Epoch 2, Train ACC: 0.4286, Val ACC: 0.3750
subject_17, Fold 4, Epoch 3, Train ACC: 0.4732, Val ACC: 0.5179
subject_17, Fold 4, Epoch 4, Train ACC: 0.5848, Val ACC: 0.6250
subject_17, Fold 4, Epoch 5, Train ACC: 0.6518, Val ACC: 0.5893
subject_17, Fold 4, Epoch 6, Train ACC: 0.6518, Val ACC: 0.6071
subject_17, Fold 4, Epoch 7, Train ACC: 0.6562, Val ACC: 0.6071
subject_17, Fold 4, Epoch 8, Train ACC: 0.6920, Val ACC: 0.6786
subject_17, Fold 4, Epoch 9, Train ACC: 0.7411, Val ACC: 0.6250
subject_17, Fold 4, Epoch 10, Train ACC: 0.6830, Val ACC: 0.6786
subject_17, Fold 4, Epoch 11, Train ACC: 0.6830, Val ACC: 0.6607
subject_17, Fold 4, Epoch 12, Train ACC: 0.7054, Val ACC: 0.6429
subject_17, Fold 4, Epoch 13, Train ACC: 0.7589, Val ACC: 0.6786
subject_17, Fold 4, Epoch 14, Train ACC: 0.7723, Val ACC: 0.5357
subject_17, Fold 4, Epoch 15, Train ACC: 0.7500, Val ACC: 0.6250
subject_17, Fold 4, Epoch 16, Train ACC: 0.7812, Val ACC: 0.5536
subject_17, Fold 4, Epoch 17, Train ACC: 0.7991, Val ACC: 0.6964
subject_17, Fold 4, Epoch 18, Train ACC: 0.7902, Val ACC: 0.6071
subject_17, Fold 4, Epoch 19, Train ACC: 0.8259, Val ACC: 0.6250
subject_17, Fold 4, Epoch 20, Train ACC: 0.8080, Val ACC: 0.6607
subject_17, Fold 4, Epoch 21, Train ACC: 0.8527, Val ACC: 0.6786
subject_17, Fold 4, Epoch 22, Train ACC: 0.8214, Val ACC: 0.6786
subject_17, Fold 4, Epoch 23, Train ACC: 0.8125, Val ACC: 0.7143
subject_17, Fold 4, Epoch 24, Train ACC: 0.8348, Val ACC: 0.6964
subject_17, Fold 4, Epoch 25, Train ACC: 0.8170, Val ACC: 0.6250
subject_17, Fold 4, Epoch 26, Train ACC: 0.8616, Val ACC: 0.6607
subject_17, Fold 4, Epoch 27, Train ACC: 0.8482, Val ACC: 0.7679
subject_17, Fold 4, Epoch 28, Train ACC: 0.8571, Val ACC: 0.6607
subject_17, Fold 4, Epoch 29, Train ACC: 0.8616, Val ACC: 0.7143
subject_17, Fold 4, Epoch 30, Train ACC: 0.8929, Val ACC: 0.6964
subject_17, Fold 4, Epoch 31, Train ACC: 0.8705, Val ACC: 0.6964
subject_17, Fold 4, Epoch 32, Train ACC: 0.8973, Val ACC: 0.6607
subject_17, Fold 4, Epoch 33, Train ACC: 0.8661, Val ACC: 0.6607
subject_17, Fold 4, Epoch 34, Train ACC: 0.8929, Val ACC: 0.6964
subject_17, Fold 4, Epoch 35, Train ACC: 0.8839, Val ACC: 0.6786
subject_17, Fold 4, Epoch 36, Train ACC: 0.8973, Val ACC: 0.6071
subject_17, Fold 4, Epoch 37, Train ACC: 0.9241, Val ACC: 0.6964
subject_17, Fold 4, Best Epoch: 27, Final Val ACC: 0.7679, Final Val F1: 0.7689

subject_17, Fold 4, Epoch 1, Train ACC: 0.7723, Val ACC: 0.6607
subject_17, Fold 4, Epoch 2, Train ACC: 0.9152, Val ACC: 0.7321
subject_17, Fold 4, Epoch 3, Train ACC: 0.9777, Val ACC: 0.7500
subject_17, Fold 4, Epoch 4, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 5, Train ACC: 1.0000, Val ACC: 0.7857
subject_17, Fold 4, Epoch 6, Train ACC: 1.0000, Val ACC: 0.7679
subject_17, Fold 4, Epoch 7, Train ACC: 1.0000, Val ACC: 0.7321
subject_17, Fold 4, Epoch 8, Train ACC: 1.0000, Val ACC: 0.8036
subject_17, Fold 4, Epoch 9, Train ACC: 1.0000, Val ACC: 0.7679
subject_17, Fold 4, Epoch 10, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 11, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 12, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 13, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 14, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 15, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 16, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 17, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Epoch 18, Train ACC: 1.0000, Val ACC: 0.7500
subject_17, Fold 4, Best Epoch: 8, Final Val ACC: 0.8036, Final Val F1: 0.8066

====================
Subject 17 CV Results:
Median Epochs 1: 12.00
Median Epochs 2: 8.00
Mean ACC: 0.8000, Mean F1: 0.8002
====================

