subject_31, Fold 0, Epoch 1, Train ACC: 0.2500, Val ACC: 0.4107
subject_31, Fold 0, Epoch 2, Train ACC: 0.4152, Val ACC: 0.4107
subject_31, Fold 0, Epoch 3, Train ACC: 0.5804, Val ACC: 0.5179
subject_31, Fold 0, Epoch 4, Train ACC: 0.5357, Val ACC: 0.4464
subject_31, Fold 0, Epoch 5, Train ACC: 0.6250, Val ACC: 0.5179
subject_31, Fold 0, Epoch 6, Train ACC: 0.6741, Val ACC: 0.5536
subject_31, Fold 0, Epoch 7, Train ACC: 0.6875, Val ACC: 0.5179
subject_31, Fold 0, Epoch 8, Train ACC: 0.7054, Val ACC: 0.5357
subject_31, Fold 0, Epoch 9, Train ACC: 0.6964, Val ACC: 0.6071
subject_31, Fold 0, Epoch 10, Train ACC: 0.6964, Val ACC: 0.5893
subject_31, Fold 0, Epoch 11, Train ACC: 0.7188, Val ACC: 0.5536
subject_31, Fold 0, Epoch 12, Train ACC: 0.7366, Val ACC: 0.6250
subject_31, Fold 0, Epoch 13, Train ACC: 0.7589, Val ACC: 0.5536
subject_31, Fold 0, Epoch 14, Train ACC: 0.7723, Val ACC: 0.5536
subject_31, Fold 0, Epoch 15, Train ACC: 0.7411, Val ACC: 0.5714
subject_31, Fold 0, Epoch 16, Train ACC: 0.7812, Val ACC: 0.5536
subject_31, Fold 0, Epoch 17, Train ACC: 0.7768, Val ACC: 0.5893
subject_31, Fold 0, Epoch 18, Train ACC: 0.7768, Val ACC: 0.6607
subject_31, Fold 0, Epoch 19, Train ACC: 0.7991, Val ACC: 0.6071
subject_31, Fold 0, Epoch 20, Train ACC: 0.7991, Val ACC: 0.5714
subject_31, Fold 0, Epoch 21, Train ACC: 0.8259, Val ACC: 0.6607
subject_31, Fold 0, Epoch 22, Train ACC: 0.8170, Val ACC: 0.5893
subject_31, Fold 0, Epoch 23, Train ACC: 0.8214, Val ACC: 0.6607
subject_31, Fold 0, Epoch 24, Train ACC: 0.8304, Val ACC: 0.6250
subject_31, Fold 0, Epoch 25, Train ACC: 0.8393, Val ACC: 0.5893
subject_31, Fold 0, Epoch 26, Train ACC: 0.8482, Val ACC: 0.5714
subject_31, Fold 0, Epoch 27, Train ACC: 0.8304, Val ACC: 0.6071
subject_31, Fold 0, Epoch 28, Train ACC: 0.8482, Val ACC: 0.6250
subject_31, Fold 0, Best Epoch: 18, Final Val ACC: 0.6607, Final Val F1: 0.6537

subject_31, Fold 0, Epoch 1, Train ACC: 0.7634, Val ACC: 0.6071
subject_31, Fold 0, Epoch 2, Train ACC: 0.9107, Val ACC: 0.6429
subject_31, Fold 0, Epoch 3, Train ACC: 0.9643, Val ACC: 0.6786
subject_31, Fold 0, Epoch 4, Train ACC: 1.0000, Val ACC: 0.5893
subject_31, Fold 0, Epoch 5, Train ACC: 1.0000, Val ACC: 0.5893
subject_31, Fold 0, Epoch 6, Train ACC: 1.0000, Val ACC: 0.6250
subject_31, Fold 0, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6071
subject_31, Fold 0, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6250
subject_31, Fold 0, Epoch 9, Train ACC: 1.0000, Val ACC: 0.6071
subject_31, Fold 0, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6071
subject_31, Fold 0, Epoch 11, Train ACC: 1.0000, Val ACC: 0.6250
subject_31, Fold 0, Epoch 12, Train ACC: 1.0000, Val ACC: 0.6071
subject_31, Fold 0, Epoch 13, Train ACC: 1.0000, Val ACC: 0.6429
subject_31, Fold 0, Best Epoch: 3, Final Val ACC: 0.6786, Final Val F1: 0.6619

subject_31, Fold 1, Epoch 1, Train ACC: 0.2455, Val ACC: 0.3750
subject_31, Fold 1, Epoch 2, Train ACC: 0.4643, Val ACC: 0.5357
subject_31, Fold 1, Epoch 3, Train ACC: 0.4777, Val ACC: 0.5179
subject_31, Fold 1, Epoch 4, Train ACC: 0.5491, Val ACC: 0.5000
subject_31, Fold 1, Epoch 5, Train ACC: 0.5491, Val ACC: 0.6071
subject_31, Fold 1, Epoch 6, Train ACC: 0.6295, Val ACC: 0.6071
subject_31, Fold 1, Epoch 7, Train ACC: 0.6741, Val ACC: 0.6250
subject_31, Fold 1, Epoch 8, Train ACC: 0.6473, Val ACC: 0.6964
subject_31, Fold 1, Epoch 9, Train ACC: 0.6830, Val ACC: 0.6250
