subject_15, Fold 0, Epoch 1, Train ACC: 0.2946, Val ACC: 0.3571
subject_15, Fold 0, Epoch 2, Train ACC: 0.4911, Val ACC: 0.4107
subject_15, Fold 0, Epoch 3, Train ACC: 0.6027, Val ACC: 0.3929
subject_15, Fold 0, Epoch 4, Train ACC: 0.6027, Val ACC: 0.4464
subject_15, Fold 0, Epoch 5, Train ACC: 0.6384, Val ACC: 0.5179
subject_15, Fold 0, Epoch 6, Train ACC: 0.6964, Val ACC: 0.4464
subject_15, Fold 0, Epoch 7, Train ACC: 0.7098, Val ACC: 0.5357
subject_15, Fold 0, Epoch 8, Train ACC: 0.7009, Val ACC: 0.5179
subject_15, Fold 0, Epoch 9, Train ACC: 0.7679, Val ACC: 0.5179
subject_15, Fold 0, Epoch 10, Train ACC: 0.7277, Val ACC: 0.6071
subject_15, Fold 0, Epoch 11, Train ACC: 0.7500, Val ACC: 0.6250
subject_15, Fold 0, Epoch 12, Train ACC: 0.7991, Val ACC: 0.5357
subject_15, Fold 0, Epoch 13, Train ACC: 0.8125, Val ACC: 0.4821
subject_15, Fold 0, Epoch 14, Train ACC: 0.7723, Val ACC: 0.5179
subject_15, Fold 0, Epoch 15, Train ACC: 0.8259, Val ACC: 0.5714
subject_15, Fold 0, Epoch 16, Train ACC: 0.8170, Val ACC: 0.6071
subject_15, Fold 0, Epoch 17, Train ACC: 0.8348, Val ACC: 0.6607
subject_15, Fold 0, Epoch 18, Train ACC: 0.8214, Val ACC: 0.5357
subject_15, Fold 0, Epoch 19, Train ACC: 0.8527, Val ACC: 0.5000
subject_15, Fold 0, Epoch 20, Train ACC: 0.8393, Val ACC: 0.5893
subject_15, Fold 0, Epoch 21, Train ACC: 0.8750, Val ACC: 0.5179
subject_15, Fold 0, Epoch 22, Train ACC: 0.8214, Val ACC: 0.6071
subject_15, Fold 0, Epoch 23, Train ACC: 0.8482, Val ACC: 0.6071
subject_15, Fold 0, Epoch 24, Train ACC: 0.8661, Val ACC: 0.5714
subject_15, Fold 0, Epoch 25, Train ACC: 0.8750, Val ACC: 0.5536
subject_15, Fold 0, Epoch 26, Train ACC: 0.8750, Val ACC: 0.5536
subject_15, Fold 0, Epoch 27, Train ACC: 0.9018, Val ACC: 0.6250
subject_15, Fold 0, Best Epoch: 17, Final Val ACC: 0.6607, Final Val F1: 0.6481

subject_15, Fold 0, Epoch 1, Train ACC: 0.7902, Val ACC: 0.5179
subject_15, Fold 0, Epoch 2, Train ACC: 0.9375, Val ACC: 0.6607
subject_15, Fold 0, Epoch 3, Train ACC: 0.9866, Val ACC: 0.6607
subject_15, Fold 0, Epoch 4, Train ACC: 0.9955, Val ACC: 0.6071
subject_15, Fold 0, Epoch 5, Train ACC: 1.0000, Val ACC: 0.5893
subject_15, Fold 0, Epoch 6, Train ACC: 1.0000, Val ACC: 0.6429
subject_15, Fold 0, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6429
subject_15, Fold 0, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6071
subject_15, Fold 0, Epoch 9, Train ACC: 1.0000, Val ACC: 0.6607
subject_15, Fold 0, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6071
