subject_02, Fold 0, Epoch 1, Train ACC: 0.2634, Val ACC: 0.3750
subject_02, Fold 3, Epoch 9, Train ACC: 1.0000, Val ACC: 0.7500
subject_02, Fold 3, Epoch 10, Train ACC: 1.0000, Val ACC: 0.7679
subject_02, Fold 3, Epoch 11, Train ACC: 1.0000, Val ACC: 0.7679
subject_02, Fold 3, Epoch 12, Train ACC: 1.0000, Val ACC: 0.7679
subject_02, Fold 3, Epoch 13, Train ACC: 1.0000, Val ACC: 0.7679
subject_02, Fold 3, Best Epoch: 3, Final Val ACC: 0.7679, Final Val F1: 0.7616

subject_02, Fold 4, Epoch 1, Train ACC: 0.3527, Val ACC: 0.4821
subject_02, Fold 4, Epoch 2, Train ACC: 0.4420, Val ACC: 0.5357
subject_02, Fold 4, Epoch 3, Train ACC: 0.5804, Val ACC: 0.6607
subject_02, Fold 4, Epoch 4, Train ACC: 0.6071, Val ACC: 0.4821
subject_02, Fold 4, Epoch 5, Train ACC: 0.6161, Val ACC: 0.5893
subject_02, Fold 4, Epoch 6, Train ACC: 0.6786, Val ACC: 0.6250
subject_02, Fold 4, Epoch 7, Train ACC: 0.7054, Val ACC: 0.6786
subject_02, Fold 4, Epoch 8, Train ACC: 0.7321, Val ACC: 0.6786
subject_02, Fold 4, Epoch 9, Train ACC: 0.7411, Val ACC: 0.6607
subject_02, Fold 4, Epoch 10, Train ACC: 0.7500, Val ACC: 0.6607
subject_02, Fold 4, Epoch 11, Train ACC: 0.7723, Val ACC: 0.6429
subject_02, Fold 4, Epoch 12, Train ACC: 0.7545, Val ACC: 0.6786
subject_02, Fold 4, Epoch 13, Train ACC: 0.8214, Val ACC: 0.6964
subject_02, Fold 4, Epoch 14, Train ACC: 0.8259, Val ACC: 0.6607
subject_02, Fold 4, Epoch 15, Train ACC: 0.8393, Val ACC: 0.6964
subject_02, Fold 4, Epoch 16, Train ACC: 0.8438, Val ACC: 0.7143
subject_02, Fold 4, Epoch 17, Train ACC: 0.8393, Val ACC: 0.7500
subject_02, Fold 4, Epoch 18, Train ACC: 0.8438, Val ACC: 0.6964
subject_02, Fold 4, Epoch 19, Train ACC: 0.8393, Val ACC: 0.6964
subject_02, Fold 4, Epoch 20, Train ACC: 0.8393, Val ACC: 0.7500
subject_02, Fold 4, Epoch 21, Train ACC: 0.8214, Val ACC: 0.6964
subject_02, Fold 4, Epoch 22, Train ACC: 0.8214, Val ACC: 0.6786
subject_02, Fold 4, Epoch 23, Train ACC: 0.8527, Val ACC: 0.6786
subject_02, Fold 4, Epoch 24, Train ACC: 0.8705, Val ACC: 0.6964
subject_02, Fold 4, Epoch 25, Train ACC: 0.8839, Val ACC: 0.6964
subject_02, Fold 4, Epoch 26, Train ACC: 0.8929, Val ACC: 0.7321
subject_02, Fold 4, Epoch 27, Train ACC: 0.8973, Val ACC: 0.7321
subject_02, Fold 4, Best Epoch: 17, Final Val ACC: 0.7500, Final Val F1: 0.7533

subject_02, Fold 4, Epoch 1, Train ACC: 0.7009, Val ACC: 0.6786
subject_02, Fold 4, Epoch 2, Train ACC: 0.9152, Val ACC: 0.7143
subject_02, Fold 4, Epoch 3, Train ACC: 0.9598, Val ACC: 0.7679
subject_02, Fold 4, Epoch 4, Train ACC: 1.0000, Val ACC: 0.7679
subject_02, Fold 4, Epoch 5, Train ACC: 1.0000, Val ACC: 0.8036
subject_02, Fold 4, Epoch 6, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 7, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 8, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 9, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 10, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 11, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 12, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 13, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 14, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 15, Train ACC: 1.0000, Val ACC: 0.8393
subject_02, Fold 4, Epoch 16, Train ACC: 1.0000, Val ACC: 0.8214
subject_02, Fold 4, Best Epoch: 6, Final Val ACC: 0.8393, Final Val F1: 0.8408

====================
Subject 02 CV Results:
Median Epochs 1: 21.00
Median Epochs 2: 6.00
Mean ACC: 0.7750, Mean F1: 0.7699
====================

