subject_38, Fold 0, Epoch 1, Train ACC: 0.2589, Val ACC: 0.1964
subject_38, Fold 2, Epoch 17, Train ACC: 0.6652, Val ACC: 0.4464
subject_38, Fold 2, Epoch 18, Train ACC: 0.7321, Val ACC: 0.3929
subject_38, Fold 2, Epoch 19, Train ACC: 0.7411, Val ACC: 0.4643
subject_38, Fold 2, Epoch 20, Train ACC: 0.7232, Val ACC: 0.4107
subject_38, Fold 2, Best Epoch: 10, Final Val ACC: 0.4643, Final Val F1: 0.4240

subject_38, Fold 2, Epoch 1, Train ACC: 0.5625, Val ACC: 0.4286
subject_38, Fold 2, Epoch 2, Train ACC: 0.8036, Val ACC: 0.4643
subject_38, Fold 2, Epoch 3, Train ACC: 0.9241, Val ACC: 0.5000
subject_38, Fold 2, Epoch 4, Train ACC: 0.9821, Val ACC: 0.4643
subject_38, Fold 2, Epoch 5, Train ACC: 1.0000, Val ACC: 0.4464
subject_38, Fold 2, Epoch 6, Train ACC: 1.0000, Val ACC: 0.5357
subject_38, Fold 2, Epoch 7, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 8, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 9, Train ACC: 1.0000, Val ACC: 0.5179
subject_38, Fold 2, Epoch 10, Train ACC: 1.0000, Val ACC: 0.4821
subject_38, Fold 2, Epoch 11, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 12, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 13, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 14, Train ACC: 1.0000, Val ACC: 0.5000
subject_38, Fold 2, Epoch 15, Train ACC: 1.0000, Val ACC: 0.5179
subject_38, Fold 2, Epoch 16, Train ACC: 1.0000, Val ACC: 0.5179
subject_38, Fold 2, Best Epoch: 6, Final Val ACC: 0.5357, Final Val F1: 0.5301

subject_38, Fold 3, Epoch 1, Train ACC: 0.2232, Val ACC: 0.2500
subject_38, Fold 3, Epoch 2, Train ACC: 0.2902, Val ACC: 0.3214
subject_38, Fold 3, Epoch 3, Train ACC: 0.3795, Val ACC: 0.2679
subject_38, Fold 3, Epoch 4, Train ACC: 0.4955, Val ACC: 0.3929
subject_38, Fold 3, Epoch 5, Train ACC: 0.4688, Val ACC: 0.4107
subject_38, Fold 3, Epoch 6, Train ACC: 0.5134, Val ACC: 0.3393
subject_38, Fold 3, Epoch 7, Train ACC: 0.4955, Val ACC: 0.4464
subject_38, Fold 3, Epoch 8, Train ACC: 0.5938, Val ACC: 0.4107
subject_38, Fold 3, Epoch 9, Train ACC: 0.6071, Val ACC: 0.4821
subject_38, Fold 3, Epoch 10, Train ACC: 0.6607, Val ACC: 0.4464
subject_38, Fold 3, Epoch 11, Train ACC: 0.5982, Val ACC: 0.4821
subject_38, Fold 3, Epoch 12, Train ACC: 0.6429, Val ACC: 0.3750
subject_38, Fold 3, Epoch 13, Train ACC: 0.6473, Val ACC: 0.3571
subject_38, Fold 3, Epoch 14, Train ACC: 0.6652, Val ACC: 0.3929
subject_38, Fold 3, Epoch 15, Train ACC: 0.6607, Val ACC: 0.4464
subject_38, Fold 3, Epoch 16, Train ACC: 0.6696, Val ACC: 0.4286
subject_38, Fold 3, Epoch 17, Train ACC: 0.6830, Val ACC: 0.4821
subject_38, Fold 3, Epoch 18, Train ACC: 0.6741, Val ACC: 0.3750
subject_38, Fold 3, Epoch 19, Train ACC: 0.7321, Val ACC: 0.5000
subject_38, Fold 3, Epoch 20, Train ACC: 0.7545, Val ACC: 0.4286
subject_38, Fold 3, Epoch 21, Train ACC: 0.6830, Val ACC: 0.5893
subject_38, Fold 3, Epoch 22, Train ACC: 0.7054, Val ACC: 0.4643
subject_38, Fold 3, Epoch 23, Train ACC: 0.7545, Val ACC: 0.5000
subject_38, Fold 3, Epoch 24, Train ACC: 0.7723, Val ACC: 0.5714
subject_38, Fold 3, Epoch 25, Train ACC: 0.7679, Val ACC: 0.5179
subject_38, Fold 3, Epoch 26, Train ACC: 0.7411, Val ACC: 0.5179
subject_38, Fold 3, Epoch 27, Train ACC: 0.7857, Val ACC: 0.4821
subject_38, Fold 3, Epoch 28, Train ACC: 0.7902, Val ACC: 0.4464
subject_38, Fold 3, Epoch 29, Train ACC: 0.7946, Val ACC: 0.4464
subject_38, Fold 3, Epoch 30, Train ACC: 0.8259, Val ACC: 0.5179
subject_38, Fold 3, Epoch 31, Train ACC: 0.8080, Val ACC: 0.5714
subject_38, Fold 3, Best Epoch: 21, Final Val ACC: 0.5893, Final Val F1: 0.5746

subject_38, Fold 3, Epoch 1, Train ACC: 0.6786, Val ACC: 0.4464
subject_38, Fold 3, Epoch 2, Train ACC: 0.8482, Val ACC: 0.5179
subject_38, Fold 3, Epoch 3, Train ACC: 0.9152, Val ACC: 0.5536
subject_38, Fold 3, Epoch 4, Train ACC: 0.9821, Val ACC: 0.5893
subject_38, Fold 3, Epoch 5, Train ACC: 1.0000, Val ACC: 0.6071
subject_38, Fold 3, Epoch 6, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6429
subject_38, Fold 3, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6429
subject_38, Fold 3, Epoch 9, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 11, Train ACC: 1.0000, Val ACC: 0.6429
subject_38, Fold 3, Epoch 12, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 13, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 14, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 15, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 16, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Epoch 17, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 3, Best Epoch: 7, Final Val ACC: 0.6429, Final Val F1: 0.6285

subject_38, Fold 4, Epoch 1, Train ACC: 0.1830, Val ACC: 0.3036
subject_38, Fold 4, Epoch 2, Train ACC: 0.3259, Val ACC: 0.3214
subject_38, Fold 4, Epoch 3, Train ACC: 0.3304, Val ACC: 0.3036
subject_38, Fold 4, Epoch 4, Train ACC: 0.3482, Val ACC: 0.4821
subject_38, Fold 4, Epoch 5, Train ACC: 0.4777, Val ACC: 0.4107
subject_38, Fold 4, Epoch 6, Train ACC: 0.4554, Val ACC: 0.4107
subject_38, Fold 4, Epoch 7, Train ACC: 0.5446, Val ACC: 0.5357
subject_38, Fold 4, Epoch 8, Train ACC: 0.5179, Val ACC: 0.4286
subject_38, Fold 4, Epoch 9, Train ACC: 0.4821, Val ACC: 0.5536
subject_38, Fold 4, Epoch 10, Train ACC: 0.5179, Val ACC: 0.5179
subject_38, Fold 4, Epoch 11, Train ACC: 0.6027, Val ACC: 0.5536
subject_38, Fold 4, Epoch 12, Train ACC: 0.5759, Val ACC: 0.5714
subject_38, Fold 4, Epoch 13, Train ACC: 0.5938, Val ACC: 0.5536
subject_38, Fold 4, Epoch 14, Train ACC: 0.6027, Val ACC: 0.5714
subject_38, Fold 4, Epoch 15, Train ACC: 0.6339, Val ACC: 0.6607
subject_38, Fold 4, Epoch 16, Train ACC: 0.6071, Val ACC: 0.6964
subject_38, Fold 4, Epoch 17, Train ACC: 0.6741, Val ACC: 0.5179
subject_38, Fold 4, Epoch 18, Train ACC: 0.6696, Val ACC: 0.6607
subject_38, Fold 4, Epoch 19, Train ACC: 0.6250, Val ACC: 0.5536
subject_38, Fold 4, Epoch 20, Train ACC: 0.6607, Val ACC: 0.6964
subject_38, Fold 4, Epoch 21, Train ACC: 0.6964, Val ACC: 0.5893
subject_38, Fold 4, Epoch 22, Train ACC: 0.6696, Val ACC: 0.6071
subject_38, Fold 4, Epoch 23, Train ACC: 0.7098, Val ACC: 0.5893
subject_38, Fold 4, Epoch 24, Train ACC: 0.7366, Val ACC: 0.5000
subject_38, Fold 4, Epoch 25, Train ACC: 0.7679, Val ACC: 0.6250
subject_38, Fold 4, Epoch 26, Train ACC: 0.7812, Val ACC: 0.6071
subject_38, Fold 4, Best Epoch: 16, Final Val ACC: 0.6964, Final Val F1: 0.6789

subject_38, Fold 4, Epoch 1, Train ACC: 0.6116, Val ACC: 0.5000
subject_38, Fold 4, Epoch 2, Train ACC: 0.7812, Val ACC: 0.6429
subject_38, Fold 4, Epoch 3, Train ACC: 0.8795, Val ACC: 0.5893
subject_38, Fold 4, Epoch 4, Train ACC: 0.9777, Val ACC: 0.7321
subject_38, Fold 4, Epoch 5, Train ACC: 1.0000, Val ACC: 0.7143
subject_38, Fold 4, Epoch 6, Train ACC: 1.0000, Val ACC: 0.7321
subject_38, Fold 4, Epoch 7, Train ACC: 1.0000, Val ACC: 0.6250
subject_38, Fold 4, Epoch 8, Train ACC: 1.0000, Val ACC: 0.6607
subject_38, Fold 4, Epoch 9, Train ACC: 1.0000, Val ACC: 0.7143
subject_38, Fold 4, Epoch 10, Train ACC: 1.0000, Val ACC: 0.6786
subject_38, Fold 4, Epoch 11, Train ACC: 1.0000, Val ACC: 0.6607
subject_38, Fold 4, Epoch 12, Train ACC: 1.0000, Val ACC: 0.6607
subject_38, Fold 4, Epoch 13, Train ACC: 1.0000, Val ACC: 0.6607
subject_38, Fold 4, Epoch 14, Train ACC: 1.0000, Val ACC: 0.6607
subject_38, Fold 4, Best Epoch: 4, Final Val ACC: 0.7321, Final Val F1: 0.7268

====================
Subject 38 CV Results:
Median Epochs 1: 16.00
Median Epochs 2: 6.00
Mean ACC: 0.6071, Mean F1: 0.5972
====================

